keys,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
INFO_POS_STAT_HARVESTING_LIMITED,"You earn {0} materials and XP at the end of a wave. Increases by {1} every time it activates until wave {2}, then decreases by {3} instead.","Vous gagnez {0} matériaux et XP à la fin d’une vague. Augmente de {1} à chaque activation jusqu’à la vague {2}, puis diminue de {3} à la place.",敌袭结束后获得{0}材料和XP。每次发动时增加{1}直至第{2}波敌袭，随后减低至{3}。,ウェーブが終了すると、材料{0}個とXPを獲得します。ウェーブ{2}まで、発動するたびに{1}ずつ増加して、その後は{3}ずつ減る。,"웨이브가 끝날 때 {0}만큼의 재료와 XP를 얻습니다. 웨이브 {2}까지 활성화될 때마다 {1}만큼 증가하지만, 대신 그리고 나서 {3}만큼 감소합니다.",敵襲結束後獲得{0}素材和XP。每次發動時增加{1}，至第{2}波敵襲為止，之後每次發動時減少{3}。,"Вы получаете на {0} больше материалов и опыта в конце волны. Увеличивается на {1} при каждой активации до волны {2}, после уменьшается на {3}.","Na koniec fali zdobywasz {0} szt. materiałów i PD. Liczba ta zwiększa się o {1} przy każdej aktywacji, aż do fali {2}, a następnie zmniejsza się o {3}.","Consigues {0} materiales y XP al acabar una oleada. Aumenta un {1} con cada activación hasta la oleada {2}, después se reduce un {3}.","Você ganha {0} materiais e EXP ao fim de uma onda. Aumenta em {1} a cada ativação até a onda {2}, e depois diminui em {3}.",Am Ende einer Welle erhältst du {0} Materialien und EP. Erhöht sich bis Welle {2} mit jeder Aktivierung um {1} und verringert sich danach stattdessen um {3}.,"Hücum sonunda {0} malzeme ve XP kazanırsın. {2}. hücuma kadar her aktifleştirildiğinde {1} kadar artar, sonrasında {3} kadar azalır.","Alla fine di un'ondata, ricevi {0} materiali e PE. +{1} a ogni attivazione fino all'ondata {2}, quindi -{3}."
INFO_NEG_STAT_HARVESTING,You lose {0} materials at the end of a wave.,Vous perdez {0} matériaux à la fin d’une vague,敌袭结束后失去{0}材料。,波の終わりに材料 {0} を喪失します。,웨이브가 끝날 때 {0}만큼의 재료를 잃습니다.,敵襲結束後失去{0}素材。,Вы теряете {0} ед. материалов в конце волны.,Na koniec fali tracisz {0} szt. materiałów.,Pierdes {0} materiales al acabar una oleada.,Você perde {0} materiais ao fim de uma onda.,Am Ende einer Welle verlierst du {0} Materialien.,Hücum sonunda {0} malzeme kaybedersin.,"Alla fine di un'ondata, perdi {0} materiali."
INFO_BONUS_GOLD,The amount of materials that you haven’t picked up during last wave. The value of the next {0} dropped materials will be doubled.,La quantité de matériaux que vous n'avez pas ramassés lors de la dernière vague. La valeur des {0} prochains matériaux récupérés sera doublée.,上一波敌袭未捡起的材料。在下一次掉落时{0}价值将会翻倍。,前回の波で拾っていない材料の数量。次にドロップする {0} つの材料の値が2倍になります。,이전 웨이브에서 획득하지 않은 재료의 양입니다. 다음 {0} 떨어뜨린 재료의 가치는 두 배가 됩니다.,上一波敵襲未撿起的素材。在下一次掉落時{0}價值將會翻倍。,"Количество материалов, не собранных вами за прошлую волну. Ценность следующих {0} выпавших материалов будет удвоена.","Liczba materiałów, które nie zostały podniesione podczas ostatniej fali. Liczba kolejnych upuszczonych materiałów {0} zostanie podwojona.",La cantidad de materiales que no recogiste durante la última oleada. Se duplicará el valor de los siguientes {0} materiales que suelten los enemigos.,A quantidade de materiais que você não coletou durante a última onda. Dobra o valor dos próximos {0} materiais encontrados.,"Die Menge an Materialien, die du in der letzten Welle nicht aufgesammelt hast. Der Wert der nächsten {0} fallen gelassenen Materialien wird verdoppelt.",Önceki hücumda toplamadığın malzeme sayısı. Bundan sonra düşen {0} malzemenin değeri iki katına çıkar.,Il numero di materiali che non hai raccolto durante l'ultima ondata. Il valore dei prossimi {0} materiali generati raddoppierà.
INFO_LEVEL_UP,You have gained a level during the wave which means you get to choose a new upgrade.,"Vous avez gagné un niveau pendant la vague, ce qui signifie que vous pouvez choisir une nouvelle amélioration.",在敌袭中升级，意味着你能够选择新的升级。,波でレベルが上がったということは、新しいアップグレードを選択できるということです。,웨이브 중 레벨을 얻었으므로 새로운 업그레이드를 선택할 수 있습니다.,在敵襲中獲得了一個等級，即表示你能夠選擇新的升級。,Вы получили уровень во время волны и можете выбрать новое улучшение.,"Udało ci się awansować w trakcie fali, co oznacza, że możesz wybrać ulepszenie.",Puedes elegir una nueva mejora por subir de nivel durante la oleada.,"Você subiu de nível durante a onda, então você pode escolher uma nova melhoria.",Du bist während der Welle ein Level aufgestiegen. Du darfst dir eine neue Verbesserung aussuchen.,Hücum sırasında seviye atladığın için yeni bir yükseltme seçebilirsin.,"Durante l'ultima ondata, hai ottenuto abbastanza esperienza per salire di livello. Scegli un nuovo miglioramento."
INFO_ITEM_BOX,You have found an item during the wave.,Vous avez trouvé un objet pendant la vague.,在敌袭中发现1件道具。,波でアイテムを見つけました。,웨이브 도중 아이템을 발견했습니다.,在敵襲中找到了一個道具。,Вы нашли предмет во время волны.,Udało ci się znaleźć przedmiot w trakcie fali.,Has encontrado un objeto durante la oleada.,Você encontrou um item durante a onda.,Du hast während der Welle ein Item gefunden.,Hücum sırasında bir eşya buldun.,Hai trovato un oggetto durante l'ondata.
ITEM,Item,Objet,道具,アイテム,아이템,道具,Предмет,Przedmiot,Objeto,Item,Item,Eşya,Oggetto
CHARACTER,Character,Personnage,角色,キャラクター,캐릭터,角色,Персонаж,Bohater,Personaje,Personagem,Charakter,Karakter,Personaggio
WEAPON_CLASS,Class,Classe,类别,クラス,클래스,級別,Класс,Klasa,Clase,Classe,Klasse,Sınıf,Classe
WEAPON_CLASS_PRIMITIVE,Primitive,Primitif,原始,原始的,원시,粗糙,Примитивное,Prymitywna,Primitiva,Primitiva,Primitiv,İlkel,Arma primitiva
WEAPON_CLASS_PRECISE,Precise,Précis,精准,高精度,정확,精準,Точное,Precyzyjna,Precisa,Precisa,Präzision,İsabetli,Arma precisa
WEAPON_CLASS_BLADE,Blade,Lame,利器,刃,칼날,刀,Острое,Ostrze,Afilada,Cortante,Klinge,Keskin,Lama
WEAPON_CLASS_BLUNT,Blunt,Contondant,钝器,鈍い,무딘,鈍的,Дробящее,Obuchowa,Contundente,Concussão,Stumpf,Kaba,Contundente
WEAPON_CLASS_ELEMENTAL,Elemental,Élémentaire,元素,属性,원소,屬性,Стихийное,Żywiołów,Elemental,Elemental,Elementar,Element,Elementale
WEAPON_CLASS_GUN,Gun,Arme à feu,枪械,銃,총,槍械,Стрелковое,Broń palna,Proyectiles,Arma de fogo,Schusswaffe,Ateşli Silahlar,Arma da fuoco
WEAPON_CLASS_HEAVY,Heavy,Lourd,重型,重,중무기,沉重,Тяжелое,Ciężka,Pesada,Pesada,Schwer,Ağır,Pesante
WEAPON_CLASS_UNARMED,Unarmed,Mains Nues,徒手,武器なし,비무장,徒手,Рукопашное,Bez broni,Sin arma,Sem armas,Waffenlos,Silahsız,Senza arma
WEAPON_CLASS_NONE,None,Aucune,无,なし,없음,無,Нет,Brak,Ninguna,Nenhuma,Keine,Yok,Senza classe
WEAPON_CLASS_SUPPORT,Support,Support,辅助,サポート,지원,輔助,Поддержка,Wsparcie,Apoyo,Suporte,Unterstützung,Destek,Supporto
WEAPON_CLASS_ETHEREAL,Ethereal,Éthéré,虚灵,霊妙,영묘,精緻,Бесплотное,Eteryczna,Etérea,Etérea,Ätherisch,semavi,Spettrale
WEAPON_CLASS_MEDICAL,Medical,Médical,医疗,医療,의료,醫療,Медицинское,Medyczna,Médica,Medicinal,Medizinisch,Şifalı,Medicinale
WEAPON_CLASS_TOOL,Tool,Outil,工具,道具,도구,工具,Инструмент,Narzędzie,Herramienta,Ferramenta,Werkzeug,Alet,Strumento
WEAPON_CLASS_EXPLOSIVE,Explosive,Explosif,爆炸,炸裂,폭발성,爆炸,Разрывное,Wybuchowa,Explosiva,Explosiva,Explosiv,Patlayıcı,Arma esplosiva
WEAPON_HAMMER,Hammer,Marteau,铁锤,ハンマー,망치,鐵鎚,Молот,Młot,Martillo,Martelo,Hammer,Çekiç,Martello
WEAPON_CIRCULAR_SAW,Circular Saw,Scie Circulaire,圆锯,丸のこ,회전 톱,圓鋸,Дисковая пила,Piła Tarczowa,Sierra circular,Serra Circular,Kreissäge,Daire Testere,Sega circolare
WEAPON_MINIGUN,Minigun,Minigun,加特林机枪,ミニ銃,미니건,迷你砲,Миниган,Minigun,Ametralladora,Minigun,Minigun,Minigun,Mitraglietta
WEAPON_SPEAR,Spear,Lance,矛,槍,창,矛,Копье,Włócznia,Lanza,Lança,Speer,Mızrak,Lancia
WEAPON_FIST,Fist,Poing,拳,拳,주먹,拳套,Кулак,Pięść,Puño,Punho,Faust,Yumruk,Pugno
WEAPON_TASER,Taser,Taser,电击枪,テーザー銃,테이저,電擊槍,Шокер,Paralizator,Táser,Arma de Choque,Taser,Şok Tabancası,Taser
WEAPON_PISTOL,Pistol,Pistolet,手枪,ピストル,권총,手槍,Пистолет,Pistolet,Pistola,Pistola,Pistole,Tabanca,Pistola
WEAPON_SMG,SMG,Pistolet Mitrailleur,冲锋枪,SMG,SMG,衝鋒槍,Пистолет-пулемет,Pistolet Maszynowy,Subfusil,Submetralhadora,MP,Hafif Makineli Silah,Mitragliatrice
WEAPON_ROCKET_LAUNCHER,Rocket Launcher,Lance-Roquette,火箭筒,ロケットランチャー,로켓 런처,火箭筒,Ракетница,Wyrzutnia Rakiet,Lanzacohetes,Lança-foguetes,Raketenwerfer,Roketatar,Lanciarazzi
WEAPON_FLAMETHROWER,Flamethrower,Lance-Flammes,喷火器,火炎放射器,화염방사기,火焰發射器,Огнемет,Miotacz Ognia,Lanzallamas,Lança-chamas,Flammenwerfer,Alev Makinesi,Lanciafiamme
WEAPON_STICK,Stick,Bâton,树枝,ステッキ,막대기,法杖,Палка,Kijek,Palo,Vareta,Stock,Sopa,Bastone
WEAPON_TORCH,Torch,Torche,火把,トーチ,토치,火把,Факел,Pochodnia,Antorcha,Tocha,Fackel,Meşale,Torcia
WEAPON_FLAMING_BRASS_KNUCKLES,Flaming Brass Knuckles,Poing Américain Enflammé,烈焰黄铜指虎,炎のブラスナックル,불타는 브래스 너클,燃燒黃銅手指虎,Пламенный кастет,Płonący Kastet,Puños ígneos de latón,Soqueiras Flamejantes,Flammenschlagring,Alevli Muşta,Tirapugni infuocati
WEAPON_KNIFE,Knife,Couteau,小刀,ナイフ,칼,小刀,Нож,Nóż,Cuchillo,Faca,Messer,Bıçak,Coltello
WEAPON_BRASS_KNUCKLES,Brass Knuckles,Poing Américain,黄铜指虎,ブラスナックル,브래스 너클,黃銅手指虎,Кастет,Kastet,Puños de latón,Soqueiras,Schlagring,Muşta,Tirapugni
WEAPON_ROCK,Rock,Caillou,石头,岩,바위,石頭,Камень,Kamień,Roca,Pedra,Stein,Taş,Sasso
WEAPON_DOUBLE_BARREL_SHOTGUN,Double Barrel Shotgun,Fusil à Double Canon,双管霰弹枪,2連散弾銃,2연발 샷건,雙管霰彈槍,Двустволка,Dubeltówka,Escopeta doble,Escopeta de Cano Duplo,Doppellauf-Schrotflinte,Çift Namlulu Tüfek,Fucile a doppia canna
WEAPON_HAND,Hand,Main,掌,手,손,手掌,Ладонь,Dłoń,Mano,Mão,Hand,El,Mano
WEAPON_WAND,Wand,Baguette,魔杖,ワンド,지팡이,魔杖,Волшебная палочка,Różdżka,Varita,Varinha,Zauberstab,Asa,Bacchetta
WEAPON_CACTI_CLUB,Cacti Club,Massue Cactus,刺棍,サボテン クラブ,선인장 곤봉,釘棍,Дубинка-кактус,Kaktusowa Maczuga,Garrote cactus,Porrete de Cacto,Kaktuskeule,Kaktüs Sopa,Mazza-cactus
WEAPON_LIGHTNING_SHIV,Lightning Shiv,Couteau de Foudre,雷光刀,稲妻シヴ,번개 칼,雷光刀,Электрозаточка,Kosa Błyskawic,Pincho galvánico,Faca Elétrica,Blitzklinge,Şimşek Bıçağı,Elettrocoltello
WEAPON_DAGGER,Thief Dagger,Dague de Voleur,盗贼匕首,シーフダガー,도둑 단검,盜賊短刀,Кинжал вора,Sztylet Złodzieja,Daga de ladrón,Adaga de Ladrão,Diebesdolch,Haydut Hançeri,Pugnale da ladro
WEAPON_GHOST_FLINT,Ghost Flint,Silex Fantôme,幽魂燧石,幽霊火打ち石,유령 부싯돌,幽靈燧石,Призрачный кремень,Upiorny Krzemień,Punta fantasmal,Pederneira Fantasmal,Geisterflint,Hayalet Taşı,Selce spettrale
WEAPON_GHOST_AXE,Ghost Axe,Hache Fantôme,幽魂斧,幽霊斧,유령 도끼,幽靈斧,Призрачный топор,Upiorny Topór,Hacha fantasmal,Machado Fantasmal,Geisteraxt,Hayalet Baltası,Ascia spettrale
WEAPON_GHOST_SCEPTER,Ghost Scepter,Sceptre Fantôme,幽魂节杖,幽霊笏,유령 왕홀,幽靈權杖,Призрачный скипетр,Upiorne Berło,Cetro fantasmal,Cetro Fantasmal,Geisterzepter,Hayalet Asası,Scettro spettrale
